;;;;;;;;;;
Pais_Zona;Ano;Mes;Dia;Porcentagem_Internet;Velocidade_Internet_Mbps;Alfabetizacao_digital;Uso_Internet_movel_GB;5G_disponivel;Latitude;Longitude
Brasil:Rural;2012;7;1;12,956;19,572;;0,907;0;-14,235;-51,9253
Brasil:Rural;2012;8;1;12,9066666666667;19,87;;0,961666666666667;0;-14,235;-51,9253
Brasil:Rural;2012;9;1;12,935;20,1916666666667;;0,961666666666667;0;-14,235;-51,9253
Brasil:Rural;2012;10;1;13,064;20,498;;1,014;0;-14,235;-51,9253
Brasil:Rural;2012;11;1;12,8975;20,8425;;1,0475;0;-14,235;-51,9253
Brasil:Rural;2012;12;1;13,0288888888889;21,0755555555556;;1,08666666666667;0;-14,235;-51,9253
Brasil:Rural;2013;1;1;16,0066666666667;21,365;;1,12166666666667;0;-14,235;-51,9253
Brasil:Rural;2013;2;1;16,23;21,64;;1,125;0;-14,235;-51,9253
Brasil:Rural;2013;3;1;16,1566666666667;21,915;;1,17083333333333;0;-14,235;-51,9253
Brasil:Rural;2013;4;1;16,2;22,205;;1,19166666666667;0;-14,235;-51,9253
Brasil:Rural;2013;5;1;16,1375;22,4691666666667;;1,2225;0;-14,235;-51,9253
Brasil:Rural;2013;6;1;16,183;22,813;;1,252;0;-14,235;-51,9253
Brasil:Rural;2013;7;1;16,3375;23,1075;;1,285;0;-14,235;-51,9253
Brasil:Rural;2013;8;1;16,083;23,377;;1,312;0;-14,235;-51,9253
Brasil:Rural;2013;9;1;16,2011111111111;23,6522222222222;;1,33222222222222;0;-14,235;-51,9253
Brasil:Rural;2013;10;1;16,1275;24,0025;;1,3625;0;-14,235;-51,9253
Brasil:Rural;2013;11;1;16,3355555555556;24,2622222222222;;1,37333333333333;0;-14,235;-51,9253
Brasil:Rural;2013;12;1;16,2875;24,51875;;1,41125;0;-14,235;-51,9253
Brasil:Rural;2014;1;1;21,19;24,9075;;1,46625;0;-14,235;-51,9253
Brasil:Rural;2014;2;1;21,2842857142857;25,1385714285714;;1,48857142857143;0;-14,235;-51,9253
Brasil:Rural;2014;3;1;21,1918181818182;25,3736363636364;;1,49181818181818;0;-14,235;-51,9253
Brasil:Rural;2014;4;1;21,3318181818182;25,7118181818182;;1,53727272727273;0;-14,235;-51,9253
Brasil:Rural;2014;5;1;21,1911111111111;25,9444444444444;;1,55555555555556;0;-14,235;-51,9253
Brasil:Rural;2014;6;1;21,2057142857143;26,33;;1,56428571428571;0;-14,235;-51,9253
Brasil:Rural;2014;7;1;21,24;26,622;;1,636;0;-14,235;-51,9253
Brasil:Rural;2014;8;1;21,06625;26,87625;;1,665;0;-14,235;-51,9253
Brasil:Rural;2014;9;1;21,1783333333333;27,1666666666667;;1,685;0;-14,235;-51,9253
Brasil:Rural;2014;10;1;21,1909090909091;27,4781818181818;;1,71909090909091;0;-14,235;-51,9253
Brasil:Rural;2014;11;1;21,2585714285714;27,7692857142857;;1,75357142857143;0;-14,235;-51,9253
Brasil:Rural;2014;12;1;21,32;28,0275;;1,77625;0;-14,235;-51,9253
Brasil:Rural;2015;1;1;23,926;28,338;;1,79;0;-14,235;-51,9253
Brasil:Rural;2015;2;1;23,82;28,5981818181818;;1,80909090909091;0;-14,235;-51,9253
Brasil:Rural;2015;3;1;23,9084615384615;28,9015384615385;;1,87846153846154;0;-14,235;-51,9253
Brasil:Rural;2015;4;1;23,8133333333333;29,1916666666667;;1,87333333333333;0;-14,235;-51,9253
Brasil:Rural;2015;5;1;23,8545454545455;29,4863636363636;;1,93454545454545;0;-14,235;-51,9253
Brasil:Rural;2015;6;1;23,75375;29,82;;1,9475;0;-14,235;-51,9253
Brasil:Rural;2015;7;1;23,803;30,079;;1,975;0;-14,235;-51,9253
Brasil:Rural;2015;8;1;23,776;30,356;;1,998;0;-14,235;-51,9253
Brasil:Rural;2015;9;1;23,6371428571429;30,6285714285714;;2,03714285714286;0;-14,235;-51,9253
Brasil:Rural;2015;10;1;23,8507692307692;30,9638461538462;;2,06615384615385;0;-14,235;-51,9253
Brasil:Rural;2015;11;1;23,7816666666667;31,28;;2,08333333333333;0;-14,235;-51,9253
Brasil:Rural;2015;12;1;23,658;31,496;;2,128;0;-14,235;-51,9253
Brasil:Rural;2016;1;1;27,8875;31,82875;;2,15125;0;-14,235;-51,9253
Brasil:Rural;2016;2;1;27,985;32,169;;2,208;0;-14,235;-51,9253
Brasil:Rural;2016;3;1;28,0285714285714;32,3942857142857;;2,21285714285714;0;-14,235;-51,9253
Brasil:Rural;2016;4;1;27,869;32,692;;2,223;0;-14,235;-51,9253
Brasil:Rural;2016;5;1;28,122;32,995;;2,267;0;-14,235;-51,9253
Brasil:Rural;2016;6;1;28,08;33,3275;;2,3125;0;-14,235;-51,9253
Brasil:Rural;2016;7;1;28,0433333333333;33,6366666666667;;2,33333333333333;0;-14,235;-51,9253
Brasil:Rural;2016;8;1;27,97;33,8922222222222;;2,37;0;-14,235;-51,9253
Brasil:Rural;2016;9;1;27,9883333333333;34,1616666666667;;2,39333333333333;0;-14,235;-51,9253
Brasil:Rural;2016;10;1;28,0023529411765;34,4482352941176;;2,40647058823529;0;-14,235;-51,9253
Brasil:Rural;2016;11;1;27,969;34,749;;2,429;0;-14,235;-51,9253
Brasil:Rural;2016;12;1;27,9625;35,045;;2,4675;0;-14,235;-51,9253
Brasil:Rural;2017;1;1;32,1575;35,3441666666667;;2,50416666666667;0;-14,235;-51,9253
Brasil:Rural;2017;2;1;32,1733333333333;35,6283333333333;;2,54666666666667;0;-14,235;-51,9253
Brasil:Rural;2017;3;1;32,18;35,951;;2,56;0;-14,235;-51,9253
Brasil:Rural;2017;4;1;32,165;36,15875;;2,57;0;-14,235;-51,9253
Brasil:Rural;2017;5;1;32,2422222222222;36,4644444444444;;2,60666666666667;0;-14,235;-51,9253
Brasil:Rural;2017;6;1;32,12625;36,8;;2,6575;0;-14,235;-51,9253
Brasil:Rural;2017;7;1;32,055;37,06;;2,69666666666667;0;-14,235;-51,9253
Brasil:Rural;2017;8;1;32,3346666666667;37,3893333333333;;2,68666666666667;0;-14,235;-51,9253
Brasil:Rural;2017;9;1;32,123;37,687;;2,716;0;-14,235;-51,9253
Brasil:Rural;2017;10;1;32,115;37,935;;2,7675;0;-14,235;-51,9253
Brasil:Rural;2017;11;1;32,244;38,218;;2,794;0;-14,235;-51,9253
Brasil:Rural;2017;12;1;32,17;38,5492857142857;;2,82928571428571;0;-14,235;-51,9253
Brasil:Rural;2018;1;1;36,16;38,8822222222222;;2,85222222222222;0;-14,235;-51,9253
Brasil:Rural;2018;2;1;36,061;39,127;;2,884;0;-14,235;-51,9253
Brasil:Rural;2018;3;1;36,0922222222222;39,4233333333333;;2,91;0;-14,235;-51,9253
Brasil:Rural;2018;4;1;36,1671428571429;39,6542857142857;;2,91142857142857;0;-14,235;-51,9253
Brasil:Rural;2018;5;1;36,045;39,968;;2,971;0;-14,235;-51,9253
Brasil:Rural;2018;6;1;36,1355555555556;40,3077777777778;;2,98888888888889;0;-14,235;-51,9253
Brasil:Rural;2018;7;1;36,1033333333333;40,5411111111111;;3,02222222222222;0;-14,235;-51,9253
Brasil:Rural;2018;8;1;36,0854545454545;40,8736363636364;;3,06272727272727;0;-14,235;-51,9253
Brasil:Rural;2018;9;1;36,0166666666667;41,155;;3,10166666666667;0;-14,235;-51,9253
Brasil:Rural;2018;10;1;36,0455555555556;41,4355555555556;;3,12222222222222;0;-14,235;-51,9253
Brasil:Rural;2018;11;1;36,2171428571429;41,7757142857143;;3,13857142857143;0;-14,235;-51,9253
Brasil:Rural;2018;12;1;36,3477777777778;42,05;;3,18;0;-14,235;-51,9253
Brasil:Rural;2019;1;1;39,724;42,306;;3,182;0;-14,235;-51,9253
Brasil:Rural;2019;2;1;40,0433333333333;42,5966666666667;;3,24166666666667;0;-14,235;-51,9253
Brasil:Rural;2019;3;1;39,9244444444445;42,9422222222222;;3,26;0;-14,235;-51,9253
Brasil:Rural;2019;4;1;39,75125;43,19875;;Nao disponivel;0;-14,235;-51,9253
Brasil:Rural;2019;5;1;39,8169230769231;43,49;;3,32846153846154;0;-14,235;-51,9253
Brasil:Rural;2019;6;1;39,8277777777778;43,82;;3,35222222222222;0;-14,235;-51,9253
Brasil:Rural;2019;7;1;39,75875;44,09125;;3,3875;0;-14,235;-51,9253
Brasil:Rural;2019;8;1;39,7888888888889;44,4088888888889;;3,41666666666667;0;-14,235;-51,9253
Brasil:Rural;2019;9;1;39,792;44,651;;3,425;0;-14,235;-51,9253
Brasil:Rural;2019;10;1;39,7183333333333;44,96;;3,47166666666667;0;-14,235;-51,9253
Brasil:Rural;2019;11;1;39,7755555555556;45,32;;3,49777777777778;0;-14,235;-51,9253
Brasil:Rural;2019;12;1;39,7642857142857;45,5571428571429;;3,53571428571429;0;-14,235;-51,9253
Brasil:Rural;2020;1;1;49,4755555555556;45,8744444444444;;3,56333333333333;0;-14,235;-51,9253
Brasil:Rural;2020;2;1;49,5411111111111;46,1644444444445;;3,58222222222222;0;-14,235;-51,9253
Brasil:Rural;2020;3;1;49,40375;46,44125;;3,61125;0;-14,235;-51,9253
Brasil:Rural;2020;4;1;49,538;46,716;;3,635;0;-14,235;-51,9253
Brasil:Rural;2020;5;1;49,55;46,958;;3,674;0;-14,235;-51,9253
Brasil:Rural;2020;6;1;49,5433333333333;47,3244444444444;;3,71666666666667;0;-14,235;-51,9253
Brasil:Rural;2020;7;1;49,0863636363636;47,5718181818182;;3,74363636363636;0;-14,235;-51,9253
Brasil:Rural;2020;8;1;49,36375;47,85375;;3,77125;0;-14,235;-51,9253
Brasil:Rural;2020;9;1;49,1055555555556;48,2111111111111;;3,77333333333333;0;-14,235;-51,9253
Brasil:Rural;2020;10;1;49,5128571428571;48,4914285714286;;3,82214285714286;0;-14,235;-51,9253
Brasil:Rural;2020;11;1;49,4763636363636;48,7945454545455;;3,86727272727273;0;-14,235;-51,9253
Brasil:Rural;2020;12;1;49,5138461538462;49,0784615384615;;3,88846153846154;0;-14,235;-51,9253
Brasil:Rural;2021;1;1;45,772;49,396;;3,913;0;-14,235;-51,9253
Brasil:Rural;2021;2;1;45,6875;49,61;;3,9425;0;-14,235;-51,9253
Brasil:Rural;2021;3;1;45,492;49,938;;3,939;0;-14,235;-51,9253
Brasil:Rural;2021;4;1;45,8566666666667;50,22;;3,99666666666667;0;-14,235;-51,9253
Brasil:Rural;2021;5;1;45,7838461538462;50,5092307692308;;4,04076923076923;0;-14,235;-51,9253
Brasil:Rural;2021;6;1;45,7071428571429;50,7742857142857;;4,03142857142857;0;-14,235;-51,9253
Brasil:Rural;2021;7;1;45,7788888888889;51,0366666666667;;4,06333333333333;0;-14,235;-51,9253
Brasil:Rural;2021;8;1;45,7672727272727;51,3809090909091;;4,11272727272727;0;-14,235;-51,9253
Brasil:Rural;2021;9;1;45,8777777777778;51,6144444444444;;4,14666666666667;0;-14,235;-51,9253
Brasil:Rural;2021;10;1;45,726;51,91;;4,146;0;-14,235;-51,9253
Brasil:Rural;2021;11;1;45,7811111111111;52,2177777777778;;4,19;0;-14,235;-51,9253
Brasil:Rural;2021;12;1;45,8445454545455;52,5663636363636;;4,22909090909091;0;-14,235;-51,9253
Brasil:Rural;2022;1;1;48,0772727272727;52,8645454545455;;4,25;1;-14,235;-51,9253
Brasil:Rural;2022;2;1;48,0022222222222;53,1166666666667;;4,29111111111111;1;-14,235;-51,9253
Brasil:Rural;2022;3;1;47,9185714285714;53,3685714285714;;4,30857142857143;1;-14,235;-51,9253
Brasil:Rural;2022;4;1;48,1808333333333;53,7383333333333;;4,33666666666667;1;-14,235;-51,9253
Brasil:Rural;2022;5;1;48,0333333333333;53,9941666666667;;4,3775;1;-14,235;-51,9253
Brasil:Rural;2022;6;1;48,1328571428571;54,2957142857143;;4,40285714285714;1;-14,235;-51,9253
Brasil:Rural;2022;7;1;47,96;54,606;;4,441;1;-14,235;-51,9253
Brasil:Rural;2022;8;1;47,92;54,8525;;4,4625;1;-14,235;-51,9253
Brasil:Rural;2022;9;1;47,98125;55,1275;;4,49875;1;-14,235;-51,9253
Brasil:Rural;2022;10;1;47,99125;55,459375;;4,516875;1;-14,235;-51,9253
Brasil:Rural;2022;11;1;48,1318181818182;55,7472727272727;;4,54272727272727;1;-14,235;-51,9253
Brasil:Rural;2022;12;1;48,1190909090909;56,0563636363636;;4,57727272727273;1;-14,235;-51,9253
Brasil:Rural;2023;1;1;49,76;56,3242857142857;;4,61714285714286;1;-14,235;-51,9253
Brasil:Rural;2023;2;1;49,89625;56,62375;;4,65125;1;-14,235;-51,9253
Brasil:Rural;2023;3;1;49,8854545454545;56,9218181818182;;4,64818181818182;1;-14,235;-51,9253
Brasil:Rural;2023;4;1;49,9178571428571;57,1878571428571;;4,67428571428571;1;-14,235;-51,9253
Brasil:Rural;2023;5;1;50,1033333333333;57,4944444444445;;4,70888888888889;1;-14,235;-51,9253
Brasil:Rural;2023;6;1;49,8314285714286;57,8071428571429;;4,76857142857143;1;-14,235;-51,9253
Brasil:Rural;2023;7;1;49,7033333333333;58,1177777777778;;4,77666666666667;1;-14,235;-51,9253
Brasil:Rural;2023;8;1;49,8925;58,3591666666667;;4,78083333333333;1;-14,235;-51,9253
Brasil:Rural;2023;9;1;49,8735714285714;58,6714285714286;;4,81642857142857;1;-14,235;-51,9253
Brasil:Rural;2023;10;1;49,915;58,9275;;4,85625;1;-14,235;-51,9253
Brasil:Rural;2023;11;1;49,9366666666667;59,2988888888889;;4,90666666666667;1;-14,235;-51,9253
Brasil:Rural;2023;12;1;49,8558333333333;59,505;;4,92583333333333;1;-14,235;-51,9253
Brasil:Rural;2024;1;1;51,2688888888889;59,8333333333333;;4,94388888888889;1;-14,235;-51,9253
Brasil:Rural;2024;2;1;51,4577777777778;60,0855555555556;;4,98555555555556;1;-14,235;-51,9253
Brasil:Rural;2024;3;1;51,4733333333333;60,41;;5,01666666666667;1;-14,235;-51,9253
Brasil:Rural;2024;4;1;51,2616666666667;60,7216666666667;;5,04;1;-14,235;-51,9253
Brasil:Rural;2024;5;1;51,331;60,982;;5,079;1;-14,235;-51,9253
Brasil:Rural;2024;6;1;51,2741666666667;61,3;;5,0925;1;-14,235;-51,9253
Brasil:Rural;2024;7;1;51,36;61,6477777777778;;5,12888888888889;1;-14,235;-51,9253
Brasil:Rural;2024;8;1;51,3133333333333;61,8758333333333;;5,1625;1;-14,235;-51,9253
Brasil:Rural;2024;9;1;51,3358333333333;62,175;;5,17916666666667;1;-14,235;-51,9253
Brasil:Rural;2024;10;1;51,29;62,4578571428571;;5,20857142857143;1;-14,235;-51,9253
Brasil:Rural;2024;11;1;51,4333333333333;62,7183333333333;;5,22166666666667;1;-14,235;-51,9253
Brasil:Rural;2024;12;1;51,46875;63,0875;;5,275;1;-14,235;-51,9253
Brasil:Rural;2025;1;1;52,8738461538462;63,3215384615385;;5,32153846153846;1;-14,235;-51,9253
Brasil:Rural;2025;2;1;52,4333333333333;63,6308333333333;;5,33083333333333;1;-14,235;-51,9253
Brasil:Rural;2025;3;1;52,5016666666667;63,9216666666667;;5,38;1;-14,235;-51,9253
Brasil:Rural;2025;4;1;52,5171428571429;64,2285714285714;;5,37857142857143;1;-14,235;-51,9253
Brasil:Rural;2025;5;1;52,4041666666667;64,5358333333333;;5,40833333333333;1;-14,235;-51,9253
Brasil:Rural;2025;6;1;52,3033333333333;64,6866666666667;;5,46666666666667;1;-14,235;-51,9253
Brasil:Urbana;2010;1;1;14,6881818181818;20,1095454545455;;0,124090909090909;0;-14,235;-51,9253
Brasil:Urbana;2010;2;1;14,8575;20,667;;0,1455;0;-14,235;-51,9253
Brasil:Urbana;2010;3;1;14,7590476190476;21,1742857142857;;0,192380952380952;0;-14,235;-51,9253
Brasil:Urbana;2010;4;1;14,5871428571429;21,747619047619;;0,242380952380952;0;-14,235;-51,9253
Brasil:Urbana;2010;5;1;14,6725;22,2770833333333;;0,296666666666667;0;-14,235;-51,9253
Brasil:Urbana;2010;6;1;14,856;22,8565;;0,381;0;-14,235;-51,9253
Brasil:Urbana;2010;7;1;14,9054545454545;23,4077272727273;;0,417272727272727;0;-14,235;-51,9253
Brasil:Urbana;2010;8;1;14,862;23,9132;;0,4448;0;-14,235;-51,9253
Brasil:Urbana;2010;9;1;14,6505263157895;24,4826315789474;;0,543684210526316;0;-14,235;-51,9253
Brasil:Urbana;2010;10;1;14,7886956521739;25,005652173913;;0,572608695652174;0;-14,235;-51,9253
Brasil:Urbana;2010;11;1;14,7;25,4917391304348;;0,641739130434783;0;-14,235;-51,9253
Brasil:Urbana;2010;12;1;14,9005;26,0645;;0,6915;0;-14,235;-51,9253
Brasil:Urbana;2011;1;1;19,008125;26,6025;;0,753125;0;-14,235;-51,9253
Brasil:Urbana;2011;2;1;18,8747619047619;27,1628571428571;;0,791904761904762;0;-14,235;-51,9253
Brasil:Urbana;2011;3;1;18,9504347826087;27,6865217391304;;0,850434782608696;0;-14,235;-51,9253
Brasil:Urbana;2011;4;1;18,9857142857143;28,2604761904762;;0,927142857142857;0;-14,235;-51,9253
Brasil:Urbana;2011;5;1;18,9516666666667;28,7416666666667;;0,963333333333333;0;-14,235;-51,9253
Brasil:Urbana;2011;6;1;18,9531818181818;29,3354545454545;;1,01454545454545;0;-14,235;-51,9253
Brasil:Urbana;2011;7;1;18,9141666666667;29,9016666666667;;1,06791666666667;0;-14,235;-51,9253
Brasil:Urbana;2011;8;1;19,0772727272727;30,3677272727273;;1,13454545454545;0;-14,235;-51,9253
Brasil:Urbana;2011;9;1;18,9759090909091;30,9509090909091;;1,205;0;-14,235;-51,9253
Brasil:Urbana;2011;10;1;18,9582352941177;31,5164705882353;;1,25411764705882;0;-14,235;-51,9253
Brasil:Urbana;2011;11;1;18,8582608695652;32,0517391304348;;1,27347826086957;0;-14,235;-51,9253
Brasil:Urbana;2011;12;1;19,1235;32,5805;;1,3415;0;-14,235;-51,9253
Brasil:Urbana;2012;1;1;23,9719047619048;33,1566666666667;;1,37142857142857;0;-14,235;-51,9253
Brasil:Urbana;2012;2;1;24,1035294117647;33,6829411764706;;1,45470588235294;0;-14,235;-51,9253
Brasil:Urbana;2012;3;1;23,9840909090909;34,1704545454546;;1,52545454545455;0;-14,235;-51,9253
Brasil:Urbana;2012;4;1;24,0311538461538;34,7273076923077;;1,56461538461538;0;-14,235;-51,9253
Brasil:Urbana;2012;5;1;24,1703846153846;35,3138461538462;;1,58269230769231;0;-14,235;-51,9253
Brasil:Urbana;2012;6;1;23,9395454545455;35,8422727272727;;1,68545454545455;0;-14,235;-51,9253
Brasil:Urbana;2012;7;1;24,0966666666667;36,3704761904762;;1,72904761904762;0;-14,235;-51,9253
Brasil:Urbana;2012;8;1;24,16;36,95;;1,7696;0;-14,235;-51,9253
Brasil:Urbana;2012;9;1;24,1704166666667;37,4458333333333;;1,85791666666667;0;-14,235;-51,9253
Brasil:Urbana;2012;10;1;24,0807692307692;38,0003846153846;;1,89730769230769;0;-14,235;-51,9253
Brasil:Urbana;2012;11;1;24,2292307692308;38,5111538461538;;1,93192307692308;0;-14,235;-51,9253
Brasil:Urbana;2012;12;1;24,1131818181818;39,1040909090909;;2,03909090909091;0;-14,235;-51,9253
Brasil:Urbana;2013;1;1;30,0764;39,6372;;2,038;0;-14,235;-51,9253
Brasil:Urbana;2013;2;1;30,0316666666667;40,1572222222222;;2,10111111111111;0;-14,235;-51,9253
Brasil:Urbana;2013;3;1;30,1042105263158;40,7;;2,16631578947368;0;-14,235;-51,9253
Brasil:Urbana;2013;4;1;29,9658333333333;41,2183333333333;;2,205;0;-14,235;-51,9253
Brasil:Urbana;2013;5;1;30,0878947368421;41,8242105263158;;2,25421052631579;0;-14,235;-51,9253
Brasil:Urbana;2013;6;1;30,16;42,314;;2,305;0;-14,235;-51,9253
Brasil:Urbana;2013;7;1;30,0734782608696;42,8660869565217;;2,37260869565217;0;-14,235;-51,9253
Brasil:Urbana;2013;8;1;29,9995238095238;43,4142857142857;;2,44666666666667;0;-14,235;-51,9253
Brasil:Urbana;2013;9;1;29,9419047619048;43,9695238095238;;2,48571428571429;0;-14,235;-51,9253
Brasil:Urbana;2013;10;1;30,0495652173913;44,4908695652174;;2,52913043478261;0;-14,235;-51,9253
Brasil:Urbana;2013;11;1;29,9928571428571;45,0528571428571;;2,59666666666667;0;-14,235;-51,9253
Brasil:Urbana;2013;12;1;30,0973913043478;45,5891304347826;;2,64695652173913;0;-14,235;-51,9253
Brasil:Urbana;2014;1;1;39,32;46,0960869565217;;2,70260869565217;0;-14,235;-51,9253
Brasil:Urbana;2014;2;1;39,6080952380952;46,6642857142857;;2,74333333333333;0;-14,235;-51,9253
Brasil:Urbana;2014;3;1;39,475;47,211;;2,8075;0;-14,235;-51,9253
Brasil:Urbana;2014;4;1;39,5568421052632;47,7173684210526;;2,88263157894737;0;-14,235;-51,9253
Brasil:Urbana;2014;5;1;39,5045454545455;48,3104545454545;;2,92636363636364;0;-14,235;-51,9253
Brasil:Urbana;2014;6;1;39,3117391304348;48,7939130434783;;2,9795652173913;0;-14,235;-51,9253
Brasil:Urbana;2014;7;1;39,5557692307692;49,3561538461538;;3,04076923076923;0;-14,235;-51,9253
Brasil:Urbana;2014;8;1;39,4482608695652;49,9013043478261;;3,08478260869565;0;-14,235;-51,9253
Brasil:Urbana;2014;9;1;39,2520833333333;50,46125;;3,13125;0;-14,235;-51,9253
Brasil:Urbana;2014;10;1;39,489;50,98;;3,182;0;-14,235;-51,9253
Brasil:Urbana;2014;11;1;39,22625;51,549375;;3,2275;0;-14,235;-51,9253
Brasil:Urbana;2014;12;1;39,5660869565217;52,0847826086957;;3,28826086956522;0;-14,235;-51,9253
Brasil:Urbana;2015;1;1;44,3914285714286;52,6447619047619;;3,36428571428571;0;-14,235;-51,9253
Brasil:Urbana;2015;2;1;44,0888235294118;53,1935294117647;;3,40411764705882;0;-14,235;-51,9253
Brasil:Urbana;2015;3;1;44,0005555555556;53,7327777777778;;3,45777777777778;0;-14,235;-51,9253
Brasil:Urbana;2015;4;1;44,2670833333333;54,2445833333333;;3,50541666666667;0;-14,235;-51,9253
Brasil:Urbana;2015;5;1;44,324;54,7775;;3,5465;0;-14,235;-51,9253
Brasil:Urbana;2015;6;1;44,3122727272727;55,2909090909091;;3,59090909090909;0;-14,235;-51,9253
Brasil:Urbana;2015;7;1;44,1261904761905;55,8695238095238;;3,6752380952381;0;-14,235;-51,9253
Brasil:Urbana;2015;8;1;44,3573076923077;56,4184615384615;;3,72384615384615;0;-14,235;-51,9253
Brasil:Urbana;2015;9;1;44,2960869565217;56,9839130434783;;3,76565217391304;0;-14,235;-51,9253
Brasil:Urbana;2015;10;1;44,3577777777778;57,4927777777778;;3,83166666666667;0;-14,235;-51,9253
Brasil:Urbana;2015;11;1;44,3358333333333;58,0445833333333;;3,90791666666667;0;-14,235;-51,9253
Brasil:Urbana;2015;12;1;44,2080769230769;58,5984615384615;;3,94115384615385;0;-14,235;-51,9253
Brasil:Urbana;2016;1;1;52,0326086956522;59,1469565217391;;3,99695652173913;0;-14,235;-51,9253
Brasil:Urbana;2016;2;1;52,0647368421053;59,6368421052632;;4,05578947368421;0;-14,235;-51,9253
Brasil:Urbana;2016;3;1;51,8783333333333;60,2083333333333;;4,12125;0;-14,235;-51,9253
Brasil:Urbana;2016;4;1;51,843;60,7535;;4,1735;0;-14,235;-51,9253
Brasil:Urbana;2016;5;1;52,0619047619048;61,3114285714286;;4,23857142857143;0;-14,235;-51,9253
Brasil:Urbana;2016;6;1;52,0296153846154;61,8269230769231;;4,28730769230769;0;-14,235;-51,9253
Brasil:Urbana;2016;7;1;52,0828;62,3624;;4,3192;0;-14,235;-51,9253
Brasil:Urbana;2016;8;1;52,0431818181818;62,9;;4,38363636363636;0;-14,235;-51,9253
Brasil:Urbana;2016;9;1;51,9041666666667;63,4758333333333;;4,455;0;-14,235;-51,9253
Brasil:Urbana;2016;10;1;51,9921428571429;64,0564285714286;;4,53142857142857;0;-14,235;-51,9253
Brasil:Urbana;2016;11;1;52,001;64,559;;4,538;0;-14,235;-51,9253
Brasil:Urbana;2016;12;1;51,9665217391304;65,075652173913;;4,55391304347826;0;-14,235;-51,9253
Brasil:Urbana;2017;1;1;59,6589473684211;65,6821052631579;;4,63578947368421;0;-14,235;-51,9253
Brasil:Urbana;2017;2;1;59,8295454545455;66,1627272727273;;4,68318181818182;0;-14,235;-51,9253
Brasil:Urbana;2017;3;1;59,7485714285714;66,6619047619048;;4,77380952380952;0;-14,235;-51,9253
